"Titles","Year","Cited by","Link"
"The introduction of horizontal inhomogeneity of meteorological conditions in the EOSTAR propagation model","2006","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750548665&doi=10.1117%2f12.680300&partnerID=40&md5=3e602049d64b70ff4b10aeade9540a1a"
"Germany receives enhanced Fennek","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860047173&partnerID=40&md5=97713c0a6f39e53622f9ca3ebcb95551"
"The 2018 bomber and its friends","2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956333168&partnerID=40&md5=c043f8aa011cf3c4f7820a23b7bc21d1"
"A review of advances in EO/IR focal plane array technology for space system applications","2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750477662&doi=10.1117%2f12.684640&partnerID=40&md5=30efdcd1b693dbda52cd6ba7830e7d2f"
"Regulation of space activities in Canada","2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750741931&partnerID=40&md5=5eb347a744b0fbea60e2f7862d10b9e8"
"Control of an exoatmospheric Kill Vehicle with a solid propulsion attitude control system","2006","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845722691&partnerID=40&md5=fc4259d177f2f7df30a1ee8f970ed81a"
"Turbulence statistics in littoral area","2006","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751414727&doi=10.1117%2f12.693496&partnerID=40&md5=78030aa09b688a99f7b84af8f9e0063d"
"JSTARS may claim E-10A's battle management mission","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860023898&partnerID=40&md5=4cb6040eefeab6bc6248de9680cd71ab"
"Free-space optical communications for next-generation military networks","2006","156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947184871&doi=10.1109%2fMCOM.2006.248164&partnerID=40&md5=354c3115f195715bb90b410e119ece2e"
"Autonomous underwater vehicles for scientific and naval operations","2006","99","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751195544&doi=10.1016%2fj.arcontrol.2006.08.003&partnerID=40&md5=b9b5e433b45261612839da027c1245f6"
"Netherlands forces receive KMW Fenneks","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049114668&partnerID=40&md5=89b699b8fd3ee54b410ebf3a4b535811"
"UK tasks Hunters to support PAAMS testing","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845981505&partnerID=40&md5=6ee74f71505286ba642eba2016a55f45"
"AFRL's small satellite development: A brief history and look to the future","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847410659&partnerID=40&md5=9b8a008cfd5709101b4438402c04cda6"
"More details emerge on UK Nimrod crash","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859684237&partnerID=40&md5=db188c2c3deac3fea2f2670dd6c7e4b3"
"Aircraft routing under the risk of detection","2006","63","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751564827&doi=10.1002%2fnav.20165&partnerID=40&md5=a6e244e0f9d2f7c184fa42d9d4aa9738"
"NATO selects SAIC team for ALTBMD support","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749393156&partnerID=40&md5=894cd495f8752de0d7df34fb1d6fb10d"
"'Doing the right problem' versus 'doing the problem right': Problem structuring within a Land Force environment","2006","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750466505&doi=10.1057%2fpalgrave.jors.2602123&partnerID=40&md5=d2efb6a481e304da0a307956ac6b8de7"
"New reconnaissance pod unveiled during Polish F-16 rollout","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859691324&partnerID=40&md5=cc98ef90fb53a55a1f0cb2d486be3511"
"LM seeks UAV spin-off for F-35 sensors","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859674140&partnerID=40&md5=675a3b9e468c384a38a188c9f4d1d1f9"
"Assessment of the AMSR-E sea ice concentration product at the ice edge using RADARS AT-1 and MODIS imagery","2006","48","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750805937&doi=10.1109%2fTGRS.2006.880622&partnerID=40&md5=6ef127bec507a7e1dd3f12e57bc5743f"
"Rolls-Royce to develop 'growth engine' for Global Hawk","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859677526&partnerID=40&md5=c456e32943fb2ffc9e24466390232837"
"Effects of denial of sleep attacks on wireless sensor network MAC protocols","2006","31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845958392&partnerID=40&md5=17f77b52716b30c779d6d513c9a094d9"
"Smart handling of colluding black hole attacks in MANETs and wireless sensor networks using multipath routing","2006","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845927390&partnerID=40&md5=07c56574fd8619c4a40c08af640f40be"
"BAE boosts Australian UAV operations","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860039122&partnerID=40&md5=ed39a3cf5d9ad5c5d1e739ad34929c85"
"Influence of temperature fluctuations on infrared limb radiance: A new simulation code","2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750545373&doi=10.1117%2f12.676457&partnerID=40&md5=fd54f3cab335128a5e52c68789c47d08"
"Mix and match","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751343663&partnerID=40&md5=55f6ebb9a6aa11e4cdad3849ec6f74a0"
"Miniaturized g- and spin-activated Pb/HBF4/PbO2 reserve batteries as power sources for electronic fuzes","2006","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750953759&doi=10.1016%2fj.jpowsour.2006.07.051&partnerID=40&md5=7c77c11d281681b392ec65d459c752d9"
"Northrop Grumman seeks extended role for B-2 bomber","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860045762&partnerID=40&md5=8201b4e28e2d3bf493055d1c022af2e8"
"USN's last GHMD aircraft comes home to roost","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845976674&partnerID=40&md5=0caca7dfa60a43d5554c221927106141"
"On implementation of trajectory correction system on a routinely used artillery rocket","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751404350&partnerID=40&md5=c9951d29d4d3a4e548f6da7096326ef5"
"DPS Technologies wins US Army Bradley Fighting Vehicle contract","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749404237&partnerID=40&md5=0e7c643c24eef3d1d6b460554b260c43"
"Modeling and measuring the pulse laser scattering echo power from whole dimension target","2006","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846052745&partnerID=40&md5=d89a007ae126ee2a1df4e8975170a5c8"
"F-35 sensor systems maturing","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751584729&partnerID=40&md5=ceb7759bf80cde08d196e561e09ac51b"
"New generation of night-vision goggles illuminates warfare","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049119421&partnerID=40&md5=eb18821937bb0edc9e40a69017f86f85"
"Global Hawk UAV costs rising, says US DoD","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845368225&partnerID=40&md5=59e59fb637e0a37889a9e573b4baf85d"
"Bundeswehr commission improvements on Future Soldier System from Rheinmetall","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749420558&partnerID=40&md5=b712c0870529c7b912e81e15989ff985"
"Russia commissions Buyan-class vessel","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749417269&partnerID=40&md5=7165fa0f51db196f68c9c595da6aba00"
"US drafts plan for homeland defence spending","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859687001&partnerID=40&md5=082945f2c52fafffc013d4e56d68a1a1"
"Germany orders two more type 212A subs","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860032668&partnerID=40&md5=e1e13d64d9452d4faa5e662893a1b588"
"Two compete to supply cheaper space sensor","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860019884&partnerID=40&md5=1040fc03d834838ae7dd4937cae5d3df"
"UAE deploys first Camcopter S-100 UAVs","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049132593&partnerID=40&md5=dafd44376db716bcf962ac069548d5f1"
"QinetiQ wraps up first phase of ISE trials","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049097140&partnerID=40&md5=e5b7b9cf3a936fa323bf469264a54376"
"Near-space airships - Plugging the gap","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860017076&partnerID=40&md5=9eceffad930d15734fbdda515ab253fb"
"A cost and time effective alternative for an aerial reconnaissance and survelliance platform","2006","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845727150&partnerID=40&md5=a611d15b2ded132f790a7fa4ef8304c0"
"UK considers its options for 'reachback' communications","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049095913&partnerID=40&md5=471382b2fcd69a4f108eeebea99f24bc"
"On-site detection method for biological and chemical warfare agents","2006","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845804660&doi=10.2116%2fbunsekikagaku.55.891&partnerID=40&md5=854cfc6120450e10798f52a2625bedfd"
"Overcoming the ""valley of death"": Mouse models to accelerate translational research","2006","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748421945&doi=10.1089%2fdia.2006.8.413&partnerID=40&md5=bed3daae8964f8136c90a94ad050c631"
"Active optical zoom for space-based Imaging","2006","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750728408&doi=10.1117%2f12.696346&partnerID=40&md5=8f89ad21d3aca50d730ccfea4ef09f45"
"Multiplying the effectiveness of helicopter ASW sensors","2006","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845746679&partnerID=40&md5=d7f394d03fa7fd0a8a4d292032316d9d"
"Sensors vs. air frames","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750596061&partnerID=40&md5=8ec1173a27e32f255e3860b8c1f910bc"
"A comparison of time series analysis algorithms for detection of barely visible impact damage in UAV wings","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749648455&doi=10.1117%2f12.657884&partnerID=40&md5=48283d565d7f2a57034e706214b47e21"
"Programmed for success: FCS advances towards historic milestones in 2006","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049121599&partnerID=40&md5=3b556b8861dacb6b7ae04c8077a1d524"
"The bifurcation tailoring for nonlinear entomopter control","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751432581&partnerID=40&md5=9afa41a5f036820ee84ffdbec17ab9c2"
"Iraq orders patrol vessels from Fincantieri","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859680078&partnerID=40&md5=14c2a3666773aef6335281ea2f2f5dc5"
"Greece lines up F-16C/D smart munitions","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845969206&partnerID=40&md5=78e29452ee5167c9f6aaefccfcdf1a5a"
"A framework of survivability model for wireless sensor network","2006","44","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750959044&doi=10.1109%2fARES.2006.6&partnerID=40&md5=0b9f0e2ae121052925eab88385db5d1c"
"Sensorless digital motor controller for high reliability applications","2006","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749506762&partnerID=40&md5=43c857a0e0a3b6dea8105453a20a99b6"
"Teledyne announces Rockwell Scientific purchase","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749391165&partnerID=40&md5=566ef2c00f701a43829e4f66fcc1d146"
"Elbit develops autonomous USV","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860040574&partnerID=40&md5=397da58929f9f2b317632b8b40887d96"
"Remote imagery for unmanned ground vehicles: The future of path planning for ground robotics","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751261362&doi=10.1117%2f12.685390&partnerID=40&md5=996f9611e78964b8d7963edd460165c9"
"UK MoD expects SMART bids","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845362418&partnerID=40&md5=4422d217fbca101fb753e0fe7dacb250"
"ATL advances to flight tests and 'first light'","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860028745&partnerID=40&md5=2ccdc7f93e2a94187764078c3a3837af"
"DARPA strives to reduce sensor to shooter delay","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860039190&partnerID=40&md5=11f8f965fef52d9d97882c514f27f6e5"
"USW: Sunset for stovepiping","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845746680&partnerID=40&md5=c7cd18b1a4267f5adb5a4a4494289552"
"Data exfiltration and covert channels","2006","28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747629222&doi=10.1117%2f12.670123&partnerID=40&md5=0057d7792cb4f26729b9e5c89554a5bf"
"Authenticated, Private, and Secured Smart Cards (APS-SC)","2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747375100&doi=10.1117%2f12.684205&partnerID=40&md5=ec94492b1b545931724387de0c12058f"
"Information displays for future force warrior","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747370722&doi=10.1117%2f12.673506&partnerID=40&md5=194929bbdaeb7b09f87735077a0256f8"
"NATO TG-53: Acoustic detection of weapon firing joint field experiment","2006","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747370963&doi=10.1117%2f12.669704&partnerID=40&md5=34b51d4e6a245e34e8630929d77e4945"
"Scalable interfaces for mounted and dismounted unmanned systems control","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747370441&doi=10.1117%2f12.665931&partnerID=40&md5=6ddd9e3194c51679f7ae479339ae7c1b"
"Real-time fiber sensor system for shipboard distortion","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747669512&doi=10.1117%2f12.667978&partnerID=40&md5=5429179a511a333c8d24ff17daddfa89"
"US takes multiple-sensor approach to ACS replacement","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859280964&partnerID=40&md5=4911bc0bdd10e8633191bdb53672215d"
"Bridging GPS outages using neural network estimates of INS position and velocity errors","2006","103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749003201&doi=10.1088%2f0957-0233%2f17%2f10%2f033&partnerID=40&md5=f7621045aeee16f286bf4dc0c6ccbefe"
"Artemis and Gatekeeper electro-optical sensor systems get Euronaval showcase","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049126347&partnerID=40&md5=75836e3f60b846b29375d1b2f639b7ab"
"Italian Navy prepares for Galileo Avionica's SASS IRST","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750986524&partnerID=40&md5=4593374a776d74664a410173e38e1b3d"
"Disposable sensor system: Low cost UGS for urban operations","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747349282&doi=10.1117%2f12.666044&partnerID=40&md5=c719dffa7800970e0d890252225a45c1"
"Taiwan takes delivery of modernised Kidd-class destroyers","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751001790&partnerID=40&md5=7b89fc345789ca6c9065af45a82554db"
"EP-3 gains an upgrade but no replacement","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859275416&partnerID=40&md5=da7a9184433baf12d10fcbce5df8cc03"
"FIRRE Remote Sensor Station (RSS)","2006","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748524483&doi=10.1117%2f12.666588&partnerID=40&md5=d9345d8ae3447866b7d4b0b5810cdc18"
"Hybrid methods for multisource information fusion and decision support","2006","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747372878&doi=10.1117%2f12.664085&partnerID=40&md5=3d078856e5dd6044858855fed4c5dcd7"
"An adaptive localization system for outdoor/indoor navigation for autonomous robots","2006","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748547702&doi=10.1117%2f12.668520&partnerID=40&md5=f47d4b3b4a0dad7e956df13085810008"
"Radiometric calibration stability of the FIRST: A longwave infrared hyperspectral imaging sensor","2006","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747706754&doi=10.1117%2f12.665888&partnerID=40&md5=eba0993f3ec7bcaeb38cd869548a1e9f"
"Unconventional optical imaging using a high speed, neural network based smart sensor","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747355505&doi=10.1117%2f12.661027&partnerID=40&md5=7f2ca1d8ef6a783eed02a1ce4c2ea103"
"Lockheed Martin closes RMV deal with NAVSEA","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750970837&partnerID=40&md5=db42a1faf4083a92f078bb7055474382"
"MultiAgent tactical sentry (MATS) project review","2006","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748550274&doi=10.1117%2f12.669566&partnerID=40&md5=34ebd72835da7104d2bc84f0593421bf"
"SBIRS GEO-1 missile-warning sensor completes acoustic testing","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751011643&partnerID=40&md5=bf10dcfb5733259be8b6791be0816407"
"US Army eyes potential strategy for airborne sensor platforms","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859287099&partnerID=40&md5=78a2d082c6d4049a8da21471ce71ba5d"
"Survey of the research on dynamic weapon-target assignment problem","2006","87","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845196364&partnerID=40&md5=9afe0a1c1028ea92da7e4859580bec45"
"Back to mine: Finnish Navy seeks to boost its underwater weapons","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049103910&partnerID=40&md5=1610d92f328279ac33a96f00744b53b5"
"Protector USV demos force protection to US","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859274611&partnerID=40&md5=49c3c67539dc70c0bf6ef6bc491251e0"
"Terma assesses laser-based DIRCM in the pursuit of improved Apache survivability","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049093540&partnerID=40&md5=17592cbbe4894c7a88704b22020b059d"
"EO/IR sensors for border security applications","2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747697808&doi=10.1117%2f12.673678&partnerID=40&md5=3880946101415efec299b45d7ff04ba2"
"Using CT-analyst® as an integrated tool for CBR analysis","2006","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747682272&doi=10.1117%2f12.666122&partnerID=40&md5=b8dd953ec4a9f3c8c4ab034c7201e2a1"
"Refitted HMS Richmond returns to the fold","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049104441&partnerID=40&md5=b58f44f192bacdfe040c1fd9ceb5aa87"
"Using GOMS and Bayesian plan recognition to develop recognition models of operator behavior","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747374398&doi=10.1117%2f12.666014&partnerID=40&md5=7d267b8b85265fddaa6527f65f2591e0"
"USN plans new lease of life for ELINT aircraft","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748324745&partnerID=40&md5=57e3dcd009ef4d17204adaa352144403"
"Australia decommissions FCPB Geraldton","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751019649&partnerID=40&md5=327e9f063ced59e0bd1f0a8591f9363d"
"A network centric approach to space situational awareness","2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747369871&doi=10.1117%2f12.670557&partnerID=40&md5=31f2599639941ce3e6d30d5ce4c87f7d"
"The development of a UGV-mounted automated refueling system for VTOL UAVs","2006","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748567090&doi=10.1117%2f12.664207&partnerID=40&md5=7bececd923d1287f5952de612e57165c"
"Intelligent autonomy for unmanned naval vehicles","2006","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748570418&doi=10.1117%2f12.665870&partnerID=40&md5=4a50eacd9d03a9bbe5c5db1c2c20e853"
"Algorithm comparison for autonomous distributed fusion","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748661105&doi=10.1117%2f12.668888&partnerID=40&md5=56bb739d71548a1165e259e6c327b85a"
"The utilization of artificial neural networks for multisensor system integration in navigation and positioning instruments","2006","119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749317013&doi=10.1109%2fTIM.2006.881033&partnerID=40&md5=8b30774cbcb75a2697ee33dcc343d1ec"
"An implementation-independent threat model for group communications","2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747367507&doi=10.1117%2f12.664962&partnerID=40&md5=106ab5cd5d9023569cf51ce45f9ba5ce"
"Applicability of TOD, MTDP, MRT and DMRT for dynamic image enhancement techniques","2006","29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747800761&doi=10.1117%2f12.669911&partnerID=40&md5=3477d2bf24b11b7a77b22ba8cab681e6"
"Transition matrices for the detection and removal of signal contamination in deinterleaved pulse trains","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748636058&doi=10.1117%2f12.664462&partnerID=40&md5=7f4a429667644f976f4d57dd9419d822"
"Different neurotropic pathogens elicit neurotoxic CCR9- or neurosupportive CXCR3-expressing microglia","2006","43","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748502530&doi=10.4049%2fjimmunol.177.6.3644&partnerID=40&md5=cb8edec7bde633d7b092fc93f1f11df4"
"Future shock","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749366516&partnerID=40&md5=5238f6c82c1fd23a3fe19b80520d1c4f"
"Operating ferret on a patrol boat","2006","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747359966&doi=10.1117%2f12.673108&partnerID=40&md5=d6d814848c6955b8780e2a3c6ea6bb5d"
"Off-highway obstacle detection","2006","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750135261&doi=10.1109%2fMIM.2006.1708345&partnerID=40&md5=56f0e6e9ed82abfd9a511c0fd3d82caf"
"Countering MANPADS: Study of new concepts and applications","2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747708167&doi=10.1117%2f12.666921&partnerID=40&md5=170b016639ffb87452dd66c54fcf23e9"
"IRST testing methodologies: Maritime infrared background simulator","2006","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747706136&doi=10.1117%2f12.667990&partnerID=40&md5=e6f5102ed6db3be56df7a1656994b21c"
"A new integrated approach for characterizing the soil electromagnetic properties and detecting landmines using a hand-held vector network analyzer","2006","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747362293&doi=10.1117%2f12.665654&partnerID=40&md5=f85b7037a6caae960cc31c1d2b5a40d2"
"Generating Enhanced Natural Environments and Terrain for Interactive Combat Simulations (GENETICS)","2006","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748687844&partnerID=40&md5=d0085af5a1eec7386d30609553735be0"
"Leveraging information to support military flight operations quality assurance","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748455052&partnerID=40&md5=4d56dd8a4997b9c7ce91e9bc972074e5"
"Research challenges in network and service management for distributed fusion","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748649881&doi=10.1117%2f12.694899&partnerID=40&md5=14ec96948656272b81849c79cfaeeea9"
"Protector converts for sea battle","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049127819&partnerID=40&md5=74f4d972e138387b35df792c7aeac37b"
"Singapore advances soldier modernisation","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049083284&partnerID=40&md5=a3b39638dd67563bbd6ecef7e175f71a"
"FPGA-based processor for high frame-rate target detection on cluttered backgrounds using LVASI™ sensors","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747725900&doi=10.1117%2f12.666798&partnerID=40&md5=7124f638d9530950965fd6f192c746bc"
"Current capability of a matured disposable acoustic network","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747355250&doi=10.1117%2f12.669047&partnerID=40&md5=8fb639abd172eef94663f2c4f006886b"
"US Navy tasks General Dynamics with LCS USV build","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750995305&partnerID=40&md5=2cd21ab8fbaa3cae403bb7ab3999fa96"
"Issues and challenges of knowledge representation and reasoning methods in situation assessment (level 2 fusion)","2006","33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748655883&doi=10.1117%2f12.669779&partnerID=40&md5=7123149cd53eef60dbf2a8bb12862d44"
"UAV autonomy for complex environments","2006","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748571449&doi=10.1117%2f12.669552&partnerID=40&md5=a639f3db984f22ab657a1fd2d228576e"
"Improved Pantsir-S1E gets new radar and chassis","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751004721&partnerID=40&md5=e54ed54b127c85e98c03fdc3b72362ff"
"Acoustic cueing for surveillance and security applications","2006","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747362983&doi=10.1117%2f12.674263&partnerID=40&md5=791ecdd685c93db6771045cb4671f967"
"A comprehensive simulation environment for sensor fusion","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748468539&doi=10.1117%2f12.665060&partnerID=40&md5=61d6b76540893661917fa83d3ba2114f"
"Threat object identification performance for LADAR imagery; comparison of 2-dimensional versus 3-dimensional imagery","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747739463&doi=10.1117%2f12.663660&partnerID=40&md5=c7c7279c7725f7798b500169f8809355"
"New seismic unattended small size module for foot-step detection","2006","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747358895&doi=10.1117%2f12.668932&partnerID=40&md5=060be03e94ac917c5d44a294f82a43ca"
"DCN plots nodal path with Swordship","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751007295&partnerID=40&md5=725247700c777c2ae2dd2eb28874bfea"
"Enabling private and public sector organizations as agents of homeland security","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747653002&doi=10.1117%2f12.665294&partnerID=40&md5=36932bfed9f59aa7fe80bb7137c307c5"
"Performances of multi-channel commander's sighting system for military land vehicle application","2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747739181&doi=10.1117%2f12.665161&partnerID=40&md5=d6d8dab697c55ae62c65eac4c4dc3370"
"Current test results for the athena radar responsive tag","2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747707498&doi=10.1117%2f12.664623&partnerID=40&md5=09132ceac24d2d0174171bc5decf4ae5"
"Information display - The weak link for NCW","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747352556&doi=10.1117%2f12.674951&partnerID=40&md5=6fa9f5e142ce251d0a96f4dbfba56611"
"UDT Pacific conference and exhibition 2006","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751580086&partnerID=40&md5=50a705fcec7585a18dbc785e0e754403"
"Consortium expands Protector USV for US exercises","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748318025&partnerID=40&md5=0640a15e567e4a5f707c728f70900fe1"
"What is trackable?","2006","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747664377&doi=10.1117%2f12.690628&partnerID=40&md5=571a1e8f343da8bd4195ba58adfffad1"
"Investigation of alternative organizational structures for a digitized platoon","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747366955&doi=10.1117%2f12.668250&partnerID=40&md5=46f681e778d87d8daa7ccdd532ccb008"
"Biochemical transport modeling, estimation and detection in realistic environments","2006","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747691092&doi=10.1117%2f12.665987&partnerID=40&md5=5d9b1a66c993a66e88c94c12ff3a00cd"
"Public debut of Sentinel at Farnborough marks ASTOR milestone","2006","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049086131&partnerID=40&md5=4e955215be6e68c6ab6e546e7b64e529"
