"Titles","Year","Cited by","Link"
"Exhaust pressure estimation and its application to detection and isolation of turbocharger system faults for internal combustion engines","2012","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862934316&doi=10.1115%2f1.4005045&partnerID=40&md5=239a6e1ba685e485d7f0e31ccf441b19"
"Skew redundant MEMS IMU calibration using a Kalman filter","2015","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941975779&doi=10.1088%2f0957-0233%2f26%2f10%2f105002&partnerID=40&md5=add4b78c6e727102890a3c3f4c3385f7"
"Human postures recognition based on D-S evidence theory and multi-sensor data fusion","2012","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863711137&doi=10.1109%2fCCGrid.2012.144&partnerID=40&md5=bf6e7b819eb83fb84fd1373323e20ed5"
"Real-time monitoring of flank wear behavior of ceramic cutting tool in turning hardened steels","2011","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951957567&doi=10.1007%2fs00170-010-2793-1&partnerID=40&md5=d18afd3a2da04297bf034ceea2282143"
"Mesoscale assessment of changes in tropical tree species richness across a bioclimatic gradient in Panama using airborne imaging spectroscopy","2015","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938989477&doi=10.1016%2fj.rse.2015.04.016&partnerID=40&md5=131e9330d7e25267cc2efafa5afc2400"
"A particle filter-based approach for tracking undersea narrow telecommunication cables","2011","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951947764&doi=10.1007%2fs00138-009-0199-6&partnerID=40&md5=d381d60c49cd98a716622c70bf3c561f"
"Efficient multi-hypotheses unscented kalman filtering for robust localization","2012","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865745023&doi=10.1007%2f978-3-642-32060-6_19&partnerID=40&md5=e16497bddd4214741e46f725f90b10fc"
"A quad-rotor system for driving and flying missions by tilting mechanism of rotors: From design to control","2014","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914102663&doi=10.1016%2fj.mechatronics.2014.09.006&partnerID=40&md5=cb16789c14166b7fca84b8cf7b0b02d3"
"Robust and accurate monocular visual navigation combining IMU for a quadrotor","2015","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923250776&doi=10.1109%2fJAS.2015.7032904&partnerID=40&md5=d12735edabe4103dac61150b1a338c1c"
"Finding and navigating to household objects with UHF RFID tags by optimizing RF signal strength","2014","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911489314&doi=10.1109%2fIROS.2014.6942914&partnerID=40&md5=c3c0d9ed51a54c4ade49887464fc746d"
"Fusing sensors for occupancy sensing in smart buildings","2015","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922363009&doi=10.1007%2f978-3-319-14977-6_5&partnerID=40&md5=10ce5d076cdc780d235cb6c69078736f"
"Distributed kalman filtering via node selection in heterogeneous sensor networks","2015","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946481212&doi=10.1080%2f00207721.2013.873836&partnerID=40&md5=88f1f6ab2847374c1e4cbbf6b9dfab2e"
"On the convergence of the max-consensus protocol with asynchronous updates","2013","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902310390&doi=10.1109%2fCDC.2013.6760275&partnerID=40&md5=8e2b254989263c049135215dce1ab142"
"Fusion of optical flow and inertial measurements for robust egomotion estimation","2014","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911499358&doi=10.1109%2fIROS.2014.6942991&partnerID=40&md5=28bd6a4b185057cc4eda7b80ee212791"
"Distributed set-valued estimation in sensor networks with limited communication data rate","2013","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876413197&doi=10.1016%2fj.jfranklin.2013.02.024&partnerID=40&md5=7a71f229e423615663992a321bfe89af"
"Residual stress condition monitoring via sensor fusion in turning of Inconel 718","2013","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886801811&doi=10.1016%2fj.procir.2013.09.013&partnerID=40&md5=d9a9eecaae9cd6beae9fccb6eb43e4b2"
"On the zeros of consensus networks","2011","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860681984&doi=10.1109%2fCDC.2011.6161047&partnerID=40&md5=889baae0742dc0b46689aa3822c47c3d"
"Development of a Low-cost IMU by using sensor fusion for attitude angle estimation","2014","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929791937&doi=10.3182%2f20140824-6-za-1003.00610&partnerID=40&md5=66a9c3c54d4997e352fe1fd478a060ef"
"Background subtraction adapted to PTZ cameras by keypoint density estimation","2010","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898401274&doi=10.5244%2fC.24.34&partnerID=40&md5=03e2c6e2d29236cfa19d1efa1b92aa51"
"Distributed consensus filter on directed graphs with switching topologies","2013","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883529137&partnerID=40&md5=0089556b48d4b838ec999beb1e47f2a6"
"A teleoperation approach for mobile social robots incorporating automatic gaze control and three-dimensional spatial visualization","2013","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887122634&doi=10.1109%2fTSMCA.2012.2212187&partnerID=40&md5=3b8c85ec140e2a78d99232f3387cab78"
"Detecting object motion using passive RFID: A trauma resuscitation case study","2013","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882383900&doi=10.1109%2fTIM.2013.2258772&partnerID=40&md5=bdf20da914f60d39ddb8ccf074e3fa72"
"Flight results from the SHEFEX2 Hybrid navigation system experiment","2012","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880618136&partnerID=40&md5=12c2e8724dcbca320dff3581eee7432c"
"Rapid length measuring system for mobile and large scale cylinder workpieces based on 3D laser scanning","2014","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903883379&doi=10.3788%2fOPE.20142206.1524&partnerID=40&md5=549187bde192dfa3304bc5cd805ab801"
"A fresh look at Bayesian Cramér-Rao bounds for discrete-time nonlinear filtering","2014","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910674425&partnerID=40&md5=dd95d1b18f549a6b85195dee596e7bb4"
"Dynamic model for an autonomous underwater vehicle based on experimental data","2013","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874616389&doi=10.1080%2f13873954.2012.717226&partnerID=40&md5=dab0ceae51f05d0e9ee9c187ef7d4f58"
"Statistical analysis for detection cutting tool wear based on regression model","2010","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952399918&partnerID=40&md5=a971a0ad5e7d49068d75fc5f658fa51e"
"Acquisition and relaying of data from a floating wireless sensor node using an Unmanned Aerial Vehicle","2015","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941096487&doi=10.1109%2fICUAS.2015.7152350&partnerID=40&md5=f4ff03c0a2318c1637aa4450b40ee8c8"
"Graph-based semi-supervised learning with Local Binary Patterns for holistic object categorization","2014","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905166361&doi=10.1016%2fj.eswa.2014.06.025&partnerID=40&md5=4cb93f0ed5f3d910cb681442e4f7d4a1"
"Visual-inertial tracking on Android for Augmented Reality applications","2012","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870849391&doi=10.1109%2fEESMS.2012.6348402&partnerID=40&md5=1bfeacf236af118447c7639eddda0802"
"Fast decentralized gradient descent method and applications to in-situ seismic tomography","2015","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963730460&doi=10.1109%2fBigData.2015.7363839&partnerID=40&md5=0951bf56ebe46c60054b3873dfcb6db8"
"Mobile lifelogger – recording, indexing, and understanding a mobile user’s life","2012","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021175242&doi=10.1007%2f978-3-642-29336-8_15&partnerID=40&md5=820394d3d7089eed1f8acae2d8c0fff9"
"Efficient Cluster-Based Tracking Mechanisms for Camera-Based Wireless Sensor Networks","2015","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939198840&doi=10.1109%2fTMC.2014.2374164&partnerID=40&md5=59e73bf15f1a9ab69e1966e002048911"
"Estimation and Stabilization of Humanoid Flexibility Deformation Using only Inertial Measurement Units and Contact Information","2015","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941875802&doi=10.1142%2fS0219843615500255&partnerID=40&md5=e7b76236b883fa5a262f4f6c3a9318a6"
"Efficient in-pocket detection with mobile phones","2013","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885202453&doi=10.1145%2f2494091.2494099&partnerID=40&md5=db827747bb3dd08a8076fb3458f24d02"
"Establishing a foundation for automated human credibility screening","2012","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867384311&doi=10.1109%2fISI.2012.6284309&partnerID=40&md5=a165963727f56401a500bbdd835b7112"
"Soft computing based optimization of combined cycled power plant start-up operation with fitness approximation methods","2011","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956068250&doi=10.1016%2fj.asoc.2011.02.028&partnerID=40&md5=142fb8664756e994c3863c86ee171fad"
"Fusion of laser and monocular camera data in object grid maps for vehicle environment perception","2014","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910681761&partnerID=40&md5=f0cd107029565c430736850aadd8f0e5"
"Estimating economic thresholds for site-specific weed control using manual weed counts and sensor technology: An example based on three winter wheat trials","2014","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892482260&doi=10.1002%2fps.3545&partnerID=40&md5=1f2deb3600eee9f0f54be07510dbb2bb"
"Agricultural vehicle path tracking navigation system based on information fusion of multi-source sensor","2015","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928011882&doi=10.6041%2fj.issn.1000-1298.2015.03.006&partnerID=40&md5=2b3ac7a0091d6c10c8213600afaca81b"
"Secure communication in wireless multimedia sensor networks using watermarking","2010","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650262473&doi=10.1109%2fDEST.2010.5610580&partnerID=40&md5=8ffe67a679932d975a06f457d4ee75f7"
"Path kNN query processing in mobile systems","2013","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859460412&doi=10.1109%2fTIE.2011.2167113&partnerID=40&md5=27b061e7b583a2e40231bf9d00fdc35d"
"Distributed consensus-based Kalman filtering in sensor networks with quantised communications and random sensor failures","2014","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897492404&doi=10.1049%2fiet-spr.2011.0274&partnerID=40&md5=c6a5dc27e212b420b6d74713e7b5f2e7"
"Theoretical design of multi-nitroxyl organocatalysts with enhanced reactivity for aerobic oxidation","2014","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962359572&doi=10.1002%2fcphc.201301141&partnerID=40&md5=f6d0b7f702297b2b95d6d2b7082391b8"
"H∞ filtering for multiple channel systems with varying delays, consecutive packet losses and randomly occurred nonlinearities","2014","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902650448&doi=10.1016%2fj.sigpro.2014.05.002&partnerID=40&md5=752499f8789e5fa0274440883837e130"
"Handheld augmented reality involving gravity measurements","2012","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865652656&doi=10.1016%2fj.cag.2012.03.038&partnerID=40&md5=d48f5d12c1d3d5a5f4c35f20af0aa96c"
"Understanding error propagation in multihop sensor network localization","2013","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880320980&doi=10.1109%2fTIE.2012.2236991&partnerID=40&md5=85ece9dc3460bac8ff6cf0df25c5b9b9"
"Magnetometers for tracking metallic targets","2010","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952417579&doi=10.1109%2ficif.2010.5711900&partnerID=40&md5=2170f939fe61a258f589b0142e6d0a5c"
"Pedestrian smartphone-based indoor navigation using ultra portable sensory equipment","2010","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650722729&doi=10.1109%2fIPIN.2010.5646697&partnerID=40&md5=60ce5d18c52c64624c96ead57ea46a37"
"Research on the method of step feature extraction for EOD robot based on 2D laser radar","2015","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949684427&doi=10.3934%2fdcdss.2015.8.1415&partnerID=40&md5=73b4deb677bb7c522675f47cdebf97ea"
"Implementation of an Android based teleoperation application for controlling a KUKA-KR6 robot by using sensor fusion","2013","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884340299&doi=10.1109%2fPAHCE.2013.6568286&partnerID=40&md5=0f455832a1a1c3500918fdc2ad76a735"
"Torque mode control of a cable-driven actuating system by sensor fusion","2013","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878563431&doi=10.1115%2f1.4023064&partnerID=40&md5=7480274282e348bcf1a9eb80f1ffcef3"
"Fractional Kalman Filter algorithms for correlated system and measurement noises","2013","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884666340&partnerID=40&md5=ad6bdfe795e4081ca8d85744d6f4f601"
"Joint tracking and classification based on recursive joint decision and estimation using multi-sensor data","2014","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910676758&partnerID=40&md5=e5fb8ea1b962d5b3205969b5d67a154e"
"Vehicle tracking using a microwave radar for situation awareness","2010","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649178816&doi=10.1016%2fj.conengprac.2009.12.006&partnerID=40&md5=d4b8d1b53c2a4447afe8b4547adfb9e1"
"The effects of vision on sit-to-stand movement","2015","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920895619&doi=10.1589%2fjpts.27.83&partnerID=40&md5=b98e125a73171c644584975a14ad86dd"
"Mapping complex marine environments with autonomous surface craft","2014","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928266944&doi=10.1007%2f978-3-642-28572-1_36&partnerID=40&md5=cfdb3f94010202d0f49eef4bcd4d1e84"
"3D-2D laser range finder calibration using a conic based geometry shape","2012","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864114823&doi=10.1007%2f978-3-642-31295-3_37&partnerID=40&md5=bd26e5ed5e0f31f0d1d6d9229936fc7b"
"Extensive evaluation of using a game project in a software architecture course","2011","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960019617&doi=10.1145%2f1921607.1921612&partnerID=40&md5=31b7e9c95de96faf6791ac4e981e32d8"
"Fuzzy adaptive unscented Kalman filter for ultra-tight GPS/INS integration","2010","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951593435&doi=10.1109%2fISCID.2010.148&partnerID=40&md5=cd81ee597005df507f8bffe8a5b4172a"
"An integrated model for robust multisensor data fusion","2014","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908541663&doi=10.3390%2fs141019669&partnerID=40&md5=57955a6a0dafda8696ccebfcb88e9ec1"
"Qualitative distances and qualitative image descriptions for representing indoor scenes in robotics","2013","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875934078&doi=10.1016%2fj.patrec.2012.08.012&partnerID=40&md5=bf2d972794e84e4a96f02ec37169e62e"
"An energy efficient framework for detection and monitoring of forest fire using mobile agent in wireless sensor networks","2015","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944404711&doi=10.1109%2fICCIC.2014.7238433&partnerID=40&md5=2378cc0e5bc3913bb5a77ac48101e440"
"Ultrasonic monitoring of a pipe under operating conditions","2012","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861115495&doi=10.1117%2f12.915040&partnerID=40&md5=646a9be8c5321f0691f734b112d65e21"
"Stochastic magnetic measurement model for relative position and orientation estimation","2010","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952334409&doi=10.1088%2f0957-0233%2f21%2f6%2f065801&partnerID=40&md5=a7e5eaa3271489ab56c11fc20a01d4cd"
"Adaptive Kalman filtering and smoothing for gravitation tracking in mobile systems","2015","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959285787&doi=10.1109%2fIPIN.2015.7346762&partnerID=40&md5=e9ab2a76264db25dcd7ce6ef1b2ad197"
"A bank of unscented kalman filters for multimodal human perception with mobile service robots","2010","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953149420&doi=10.1007%2fs12369-010-0047-x&partnerID=40&md5=562295f1c998e3739600dfe9ffc0b11c"
"Self-Localization over RFID Tag Grid Excess Channels Using Extended Filtering Techniques","2015","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960463840&doi=10.1109%2fJSTSP.2014.2382073&partnerID=40&md5=29c432d96890d6260c5700c39cb0eccc"
"Towards improved characterization of high-risk releases using heterogeneous indoor sensor systems","2011","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957787127&doi=10.1016%2fj.buildenv.2010.08.006&partnerID=40&md5=c186f2ed7ee8b61d62d7526db820d23a"
"Distributed algorithm-based CKF and its applications to target tracking","2015","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922239713&doi=10.13195%2fj.kzyjc.2013.1356&partnerID=40&md5=e970a186fc51cdc842ce4277092b0bd5"
"Intelligent surveillance of indoor environments based on computer vision and 3D point cloud fusion","2015","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937151522&doi=10.1016%2fj.eswa.2015.06.026&partnerID=40&md5=151f4dbeca490cf4aeba4f5e29c57b49"
"Fast and accurate residential fire detection using wireless sensor networks","2010","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958554995&doi=10.30638%2feemj.2010.031&partnerID=40&md5=de30c4061e439cc7702687d5342c8a6d"
"A power assist device based on joint equilibrium point estimation from EMG signals","2012","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857318104&doi=10.20965%2fjrm.2012.p0205&partnerID=40&md5=769b3df392f3c249d675cf5a68e2356a"
"Automatic detection of calibration grids in time-of-flight images","2014","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897114646&doi=10.1016%2fj.cviu.2014.01.007&partnerID=40&md5=81e31b63a24ec477d57987fe81b4b5b7"
"Inertial-magnetic sensors for assessing spatial cognition in infants","2011","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955542835&doi=10.1109%2fTBME.2011.2105871&partnerID=40&md5=9fc2329598ac47b9c64dc2b663e78753"
"A technique based on non-linear transform and multivariate analysis to merge thermal infrared data and higher-resolution multispectral data","2010","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650210767&doi=10.1080%2f01431160903439841&partnerID=40&md5=8f15addbfa68534cc9725a40d5b644f8"
"Robust position control of an autonomous underwater vehicle: A comparative study","2013","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891526394&doi=10.1109%2fCoASE.2013.6653951&partnerID=40&md5=231815069e7ff7f507da1b02f44fc99e"
"A framework for supervised image classification with incomplete training samples","2012","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868558014&doi=10.14358%2fPERS.78.6.595&partnerID=40&md5=9ab1fa619375a55d8a68391e5595c6a3"
"Road estimation with sparse 3D points from stereo data","2014","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937129511&doi=10.1109%2fITSC.2014.6957936&partnerID=40&md5=e1e1958688b0caf308cdc8f092171c1e"
"Review on vehicle sideslip angle estimation","2013","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891953683&doi=10.3901%2fJME.2013.24.076&partnerID=40&md5=52ce40d988ad569e669ec77e4bc66cc5"
"Dempster-Shafer theory-based human activity recognition in smart home environments","2014","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898006820&doi=10.1007%2fs12243-013-0407-2&partnerID=40&md5=d0051475d78747fbf0d33b18a3ba9d7f"
"Autonomous docking based on infrared system for electric vehicle charging in urban areas","2013","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875189491&doi=10.3390%2fs130202645&partnerID=40&md5=1d852f457ce2e60359b4b9af806a92f0"
"Plug & play control: Control technology towards new challenges","2014","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955210710&partnerID=40&md5=f3e5d8d79c9a69e023d747172c2d87a7"
"MDP-based mission planning for multi-UAV persistent surveillance","2014","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920125145&doi=10.1109%2fICCAS.2014.6987894&partnerID=40&md5=a6b317d9065459f338a0ba74b57294df"
"Multi-sensor data fusion methods for indoor activity recognition using temporal evidence theory","2015","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937519776&doi=10.1016%2fj.pmcj.2014.10.009&partnerID=40&md5=a4a1e0e1874821b5a7e75999b5ddc5bd"
"Distributed centroid estimation from noisy relative measurements","2012","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861212509&doi=10.1016%2fj.sysconle.2012.04.008&partnerID=40&md5=88558f547a93d74e8509dc46c5ab06a4"
"Autonomous feature following for visual surveillance using a small unmanned aerial vehicle with gimbaled camera system","2010","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951623448&doi=10.1007%2fs12555-010-0504-1&partnerID=40&md5=65829394a67d7234a30f98cacaec6266"
"Multiple-objective optimization algorithm based on key assembly characteristics to posture best fit for large component assembly","2012","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868382721&partnerID=40&md5=b4b28caddfee92c7ab319efe5ec0d00c"
"Low computational-complexity algorithms for vision-aided inertial navigation of micro aerial vehicles","2015","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933277701&doi=10.1016%2fj.robot.2014.08.006&partnerID=40&md5=28f9b088397ffd0733828e7e9e3ff7c3"
"Time synchronization and temporal ordering of asynchronous sensor measurements of a multi-sensor navigation system","2010","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955027021&doi=10.1109%2fPLANS.2010.5507193&partnerID=40&md5=12bf26685043964507c64300298b8d4b"
"3D Reconstruction in the presence of glasses by acoustic and stereo fusion","2015","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959206527&doi=10.1109%2fCVPR.2015.7299122&partnerID=40&md5=1026f70deb2be0e0e5632d72d837410d"
"Estimation of trajectories of pipeline PIGs using inertial measurements and non linear sensor fusion","2010","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955144095&doi=10.1109%2fINDUSCON.2010.5739911&partnerID=40&md5=14e829cf7f2a3ab3b9fa57bb0e9ab88e"
"Affect-aware behaviour modelling and control inside an intelligent environment","2010","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957275707&doi=10.1016%2fj.pmcj.2009.12.002&partnerID=40&md5=fb3073767a63c80802800f372225358f"
"Parallelization of particle filter based localization and map matching algorithms on multicore/manycore architectures","2011","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960826664&doi=10.1109%2fIVS.2011.5940475&partnerID=40&md5=bf17b051d2df17d1d0bda5637b616115"
"A sensor fusion framework using multiple particle filters for video-based navigation","2010","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953121603&doi=10.1109%2fTITS.2010.2043431&partnerID=40&md5=230efbf4c72685be0ea0931b200e5a77"
"Analysis of nonlinear phenomena in a thermal micro-actuator with a built-in thermal position sensor","2012","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860499656&doi=10.1109%2fJSEN.2011.2178236&partnerID=40&md5=b5edfe1cc88e80b244803b65b0c1e3f8"
"Nanopositioning with multiple sensors: A case study in data storage","2012","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856510721&doi=10.1109%2fTCST.2011.2177982&partnerID=40&md5=a642dc69591d560f0779d448f4775a82"
"Semi-modal active vibration control of plates using discrete piezoelectric modal filters","2015","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930415376&doi=10.1016%2fj.jsv.2015.04.034&partnerID=40&md5=1dc8f21998d29a70a0850666800b4b45"
"Reliable vehicle pose estimation using vision and a single-track model","2014","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915783959&doi=10.1109%2fTITS.2014.2322196&partnerID=40&md5=6920d3ad80c336ec71c187187afaa0f6"
"Damage detection in pipes under changing environmental conditions using embedded piezoelectric transducers and pattern recognition techniques","2013","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879563720&doi=10.1061%2f%28ASCE%29PS.1949-1204.0000106&partnerID=40&md5=177f79fde0b2c363da6f4c3bc41800db"
"Local semidefinite programming-based node localization system for wireless sensor network applications","2014","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907599198&doi=10.1109%2fJSYST.2013.2260625&partnerID=40&md5=679b72b7dfdd4a0bd51f60b2790ee36f"
"Likelihood consensus-based distributed particle filtering with distributed proposal density adaptation","2012","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863969228&doi=10.1109%2fICASSP.2012.6288762&partnerID=40&md5=89ea83f60f0e598fb11458b4fa44e3f0"
"Estimating and controlling UAV position using RGB-D/IMU data fusion with decentralized information/Kalman filter","2015","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937688746&doi=10.1109%2fICIT.2015.7125104&partnerID=40&md5=b949064770d279fa3871056c66906dac"
"Development of a wearable sensor system for measuring body joint flexion","2011","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052016632&doi=10.1109%2fBSN.2011.20&partnerID=40&md5=042dd0ca0ed5964c41474f123a8e61c3"
"Two-legged stair-climbing wheelchair and its stair dimension measurement using distance sensors","2011","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863082579&partnerID=40&md5=5ea97d2e77e6fc21429cd68aac58d148"
"Fast random-Forest-Based human pose estimation using a multi-Scale and cascade approach","2013","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891721376&doi=10.4218%2fetrij.13.2013.0063&partnerID=40&md5=a8a0a474e939bbd64781a6a76346cc52"
"Prediction of optimal cutting states during inward turning: An experimental approach","2010","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953640706&doi=10.1080%2f10426910903229321&partnerID=40&md5=e3da48559e8772678c5197ab940b2c6f"
"Gabor wavelet for road sign detection and recognition using a hybrid classifier","2010","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952766854&doi=10.1109%2fMCIT.2010.5444860&partnerID=40&md5=a48863fae65375dd7510a6fd417e0d8f"
"Grammar-based, posture- and context-cognitive detection for falls with different activity levels","2011","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862968959&doi=10.1145%2f2077546.2077553&partnerID=40&md5=8eeaf9a520fe0887291afceeff0ce0cf"
"Direct joint space state estimation in robots with multiple elastic joints","2014","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895921620&doi=10.1109%2fTMECH.2013.2255308&partnerID=40&md5=010f46f92822d514618d285873b0746c"
"Attack-resilient sensor fusion","2014","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903841468&doi=10.7873%2fDATE2014.067&partnerID=40&md5=e7a736463b8cdaaa15798547a9066a2c"
"Image fusion: An overview","2015","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959910392&doi=10.1109%2fISMS.2014.58&partnerID=40&md5=422069860ef87fd50ff94c5aa33d292a"
"Application of D-S evidence fusion method in the fault detection of temperature sensor","2014","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901037078&doi=10.1155%2f2014%2f395057&partnerID=40&md5=25ff109b1a0ce63fb70540b8a6ef49b8"
"Evaluation of ""ground sensing"" optical sensors for diagnosis of Plasmopara viticola on vines; [Evaluación de sensores ópticos para el diagnóstico de Plasmopara viticola en vides]","2012","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864688562&doi=10.5424%2fsjar%2f2012103-619-11&partnerID=40&md5=af711f34479859e0611fa78c2ea7f6b1"
"Human body motion parameters capturing using kinect","2015","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943227809&doi=10.1007%2fs00138-015-0710-1&partnerID=40&md5=da960b629477f9f8901790f20345377b"
"Joint ego-motion and road geometry estimation","2011","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958210507&doi=10.1016%2fj.inffus.2010.06.007&partnerID=40&md5=157f78cb5da701789ff396ac82450bae"
