"Titles","Year","Cited by","Link"
"Children crusading against communism: Mobilizing boys as citizen soldiers in the early cold war state","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050369801&doi=10.14321%2frhetpublaffa.21.2.0235&partnerID=40&md5=9d17698cdf056ea07cc233cb2cf1673a"
"Discussion about preemptive ban on lethal autonomous weapon systems","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049517692&doi=10.9770%2fjssi.2018.7.4%281%29&partnerID=40&md5=9f5102ac2d1cb180db4671beb5145e98"
"Taking on the stress-depression link: Meaning as a resource in adolescence","2018","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043303362&doi=10.1016%2fj.adolescence.2018.02.011&partnerID=40&md5=355523c2177135efaa871b068b47fd70"
"Using Two Intersubjective Perspectives in Combat Deployment: A Military Mental Health Professional’s Experience","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046029010&doi=10.1007%2fs10615-018-0658-5&partnerID=40&md5=c3c585ef9020915e3ae170e7973e0fce"
"PROFESSIONAL MORAL COURAGE TO COMBAT ETHICAL CHALLENGES IN THE WORKPLACE","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051841453&partnerID=40&md5=05cf425c95f90865df464acbf279dba9"
"Mitotic and apoptotic activity in colorectal neoplasia","2018","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047057938&doi=10.1186%2fs12876-018-0786-y&partnerID=40&md5=47f4f964924248b14dd467876512eed9"
"Indigenous Psychotherapies and Religion: Moral Vision and Embodied Communities","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040860188&doi=10.1007%2fs11089-018-0802-8&partnerID=40&md5=af61d41fbf357a3a73e607c98a3f3890"
"Moral injury and the priesthood of all believers","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049031375&doi=10.1111%2fdial.12391&partnerID=40&md5=a02b7e993b64470c259f18b50306daba"
"Technocratic dreams, political realities: The rise and demise of medicare's independent payment advisory board","2018","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048309892&doi=10.1215%2f03616878-4366196&partnerID=40&md5=cb5fc8ffb1695ea062d1991f91e65e9b"
"Preemptive strike on North Korea: Explaining the Sino–North Korean mutual aid and cooperation Friendship Treaty","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051702742&partnerID=40&md5=b15615d667c0f0066493b3103cd827ec"
"Propranolol produces short-term facilitation of extinction in a rabbit model of post-traumatic stress disorder","2018","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044628645&doi=10.1016%2fj.neuropharm.2018.03.029&partnerID=40&md5=8171ae5ac8774556ce9e6b560dfb8252"
"Peace first? What is Canada’s role in UN operations?","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050922411&doi=10.1177%2f0020702018788548&partnerID=40&md5=d24457318d1253a653decfdb0c5cac12"
"Plant growth regulators promote lipid and carotenoid accumulation in Chlorella vulgaris","2018","39","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037363636&doi=10.1007%2fs10811-017-1350-9&partnerID=40&md5=9f2ffbd2efd433428cb3e1992569e5a1"
"Hematological indicators in pygmy wood mouse Apodemus uralensis (Muridae, Rodentia) populations as markers of the environmental radiation exposure: East Urals radioactive trace (Russia)","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044436987&doi=10.1007%2fs11356-018-1787-7&partnerID=40&md5=62c1f658d5a68c0508aeb19e3b827912"
"Overexpression of PCK1 Gene Antagonizes Hepatocellular Carcinoma Through the Activation of Gluconeogenesis and Suppression of Glycolysis Pathways","2018","38","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047122833&doi=10.1159%2f000489811&partnerID=40&md5=08306ef729ea599bd66f0a27a0700152"
"Kaempferol protects against gamma radiation-induced mortality and damage via inhibiting oxidative stress and modulating apoptotic molecules in vivo and vitro","2018","22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046159380&doi=10.1016%2fj.etap.2018.04.014&partnerID=40&md5=8e962560ad577e2e8921a8602eb1043f"
"Unilateral right and bilateral dorsolateral prefrontal cortex transcranial magnetic stimulation in treatment post-traumatic stress disorder: A randomized controlled study","2018","26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048439805&doi=10.1016%2fj.brainresbull.2018.06.001&partnerID=40&md5=2edf763413e9454c8496b42ae34adbf1"
"Building the problem-solving state: Bridging networks and experiments in the us advisory specialist group in world war II","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046711283&doi=10.1177%2f0032329218773711&partnerID=40&md5=59d005b2e95696a04a33319bf01f8c69"
"Study on the mechanism of cell cycle checkpoint kinase 2 (CHEK2) gene dysfunction in chemotherapeutic drug resistance of triple negative breast cancer cells","2018","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048746614&doi=10.12659%2fMSM.907256&partnerID=40&md5=9dd33ee3086cf9fd4919be75ffbddf54"
"Justifying extraterritorial war crimes trials","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021722909&doi=10.1007%2fs11572-017-9421-1&partnerID=40&md5=199118b4009b02a63f3dd2d1bf2134ec"
"Pilot study: Brief posttrauma nightmare treatment for persons with bipolar disorder","2018","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048926097&doi=10.1037%2fdrm0000082&partnerID=40&md5=89eb5221bcd3a719cfed2f20b9da751b"
"Transcriptomics provides mechanistic indicators of mixture toxicology for IMX-101 and IMX-104 formulations in fathead minnows (Pimephales promelas)","2018","16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044765264&doi=10.1016%2fj.aquatox.2018.03.019&partnerID=40&md5=d5c632a3e7985bff67e48a9ce08fc74e"
"Deterring North Korea with non-nuclear high-tech weapons: Building a “3K+” strategy and its applications","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051693579&partnerID=40&md5=b6635e1b601b701e6702cd77a8b2e4bc"
"Are too many safety measures crowding each other out?","2018","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042357033&doi=10.1016%2fj.ress.2018.02.011&partnerID=40&md5=8290a3c5943e189808261cfbeeb4327c"
"Comparing Moral Education Models at a Military Academy in Taiwan","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042749396&doi=10.1007%2fs10805-018-9301-x&partnerID=40&md5=ad6c8115ac58df46202326ec7049672a"
"Positional warfare: A paradigm for understanding twentyfirst-century conflict","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048006051&doi=10.1080%2f03071847.2018.1470395&partnerID=40&md5=c1a3d059654979df8223f2d7ea2c6a3c"
"Lead Toxicity in Cereals and Its Management Strategies: a Critical Review","2018","34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048625690&doi=10.1007%2fs11270-018-3865-3&partnerID=40&md5=47be1f99e537d17477ffd459f8e20c76"
"Changing the code? Norm contestation and US antipreneurism in cyberspace","2018","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043707974&doi=10.1177%2f0047117818763006&partnerID=40&md5=1445d4172ef546a58c3f81bebd7d9b44"
"Identification and characterization of a Cis antisense RNA of the rpoH gene of Salmonella enterica serovar Typhi","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047020372&doi=10.3389%2ffmicb.2018.00978&partnerID=40&md5=cd4af72b10dcf1fb7a45a0c3ebae523f"
"The Potential Speculative Bubble in the U.S. Commercial Space Launch Industry and the Implications to the United States","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048406642&doi=10.1089%2fspace.2017.0029&partnerID=40&md5=c29715626cf2537cccdf17bcc2df64d0"
"Ithuriel’s spear: Barbauld, Sermons and citizens, 1789-93","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047955617&doi=10.1111%2f1754-0208.12556&partnerID=40&md5=40775f907a66b898946f6179a74a711f"
"Traumatic stress and accelerated DNA methylation age: A meta-analysis","2018","128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042046004&doi=10.1016%2fj.psyneuen.2017.12.007&partnerID=40&md5=75ed708b3afdfb1dd68752b11377b398"
"Analysing Chinese Civil-Military Relations: A Bottom-Up Approach","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042694808&doi=10.1017%2fS0305741018000401&partnerID=40&md5=14fa8dc0b8a8073da71196d8ad6584bd"
"Impact of prehospital airway management on combat mortality","2018","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046168346&doi=10.1016%2fj.ajem.2018.02.007&partnerID=40&md5=814ecf6cf189289e18a0cee981b111fb"
"Impact of a purported nootropic supplementation on measures of mood, stress, and marksmanship performance in U.S. active duty soldiers","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047914510&doi=10.1186%2fs12970-018-0229-8&partnerID=40&md5=0b0874ecfd52963feb61428c7c061419"
"Successful single treatment with ziv-aflibercept for existing corneal neovascularization following ocular chemical insult in the rabbit model","2018","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046143193&doi=10.1016%2fj.exer.2018.03.010&partnerID=40&md5=d4f7923924699bf3f834af4e65dba689"
"A comparison study of healing ability of shallow and deep wounds in potato tubers 'Qingshu 168'","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047984596&doi=10.16420%2fj.issn.0513-353x.2017-0602&partnerID=40&md5=fde99538616471297b04ac226c98a332"
"The Primary Care Behavioral Health (PCBH) Model: An Overview and Operational Definition","2018","104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042552673&doi=10.1007%2fs10880-017-9531-x&partnerID=40&md5=d2b6f7d62986b894fcc65573ee393ea1"
"Detecting and Addressing Frustration in a Serious Game for Military Training","2018","68","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046285121&doi=10.1007%2fs40593-017-0152-1&partnerID=40&md5=68c7222bbbf9cdf686194f799871f68c"
"Fabrication of Self-Healing Hydrogels with On-Demand Antimicrobial Activity and Sustained Biomolecule Release for Infected Skin Regeneration","2018","120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046418851&doi=10.1021%2facsami.8b01740&partnerID=40&md5=9ead3175dad006407d00481d59211065"
"Toward a radical imagination of law","2018","48","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044004229&partnerID=40&md5=f343fffad1af67e6e8fb3a986eae1836"
"Modi’s China policy and the road to confrontation","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048533203&doi=10.5509%2f2018912245&partnerID=40&md5=4f22b9c8a2d356341729ddec989bfc92"
"A quantified Kraljic Portfolio Matrix: Using decision analysis for strategic purchasing","2018","28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033714640&doi=10.1016%2fj.pursup.2017.10.002&partnerID=40&md5=0b0b7cca15511688c9d4851b5f60c729"
"Resilience and resilience factors in children in residential care: A systematic review","2018","35","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046371008&doi=10.1016%2fj.childyouth.2018.04.010&partnerID=40&md5=7b5e8a451a215f67eda9ee2017547146"
"JSH-23 prevents depressive-like behaviors in mice subjected to chronic mild stress: Effects on inflammation and antioxidant defense in the hippocampus","2018","15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046106290&doi=10.1016%2fj.pbb.2018.04.005&partnerID=40&md5=adb3db2cd57d6ac181a631e4fdf69026"
"Army General Surgery's Crisis of Conscience","2018","37","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044681720&doi=10.1016%2fj.jamcollsurg.2018.03.001&partnerID=40&md5=f64f75d6654815e80bfa44982df7cad6"
"The impact of HLA-G, LILRB1 and LILRB2 gene polymorphisms on susceptibility to and severity of endometriosis","2018","22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037723281&doi=10.1007%2fs00438-017-1404-3&partnerID=40&md5=f28eab4cc6a0549dd81d7f8a77022bf2"
"Randomized controlled trial of secondstory, an intervention targeting posttraumatic growth, with bereaved adults","2018","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047193344&doi=10.1037%2fccp0000307&partnerID=40&md5=0a9b835c167fb925d6652505cd874ab5"
"Soldiers first: Preparing the Canadian army for twenty-first century peace operations","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050935123&doi=10.1177%2f0020702018785981&partnerID=40&md5=69f93f12419b2af5294aacf0f8981731"
"Correlates of current and heavy smoking among U.S. soldiers returning from combat","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048049281&doi=10.1037%2fpha0000193&partnerID=40&md5=b781497f5c41941d5e492ac7b36f4fd7"
"Does the blood glucose control have an effect on the success of the painful diabetic neuropathy treatment?; [Da li kontrola glukoze u krvi ima efekta na uspeh terapije bolne dijabetesne neuropatije]","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049563747&doi=10.2298%2fVSP160613367J&partnerID=40&md5=142b57a77488b9389ec00989a66b9624"
"Israel's military public diplomacy evolution: Historical and conceptual dimensions","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036521069&doi=10.1016%2fj.pubrev.2017.11.003&partnerID=40&md5=1ddb91002479cb2faa73854ab89e4b1b"
"Moving Beyond Housing: Service Implications for Veterans Entering Permanent Supportive Housing","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040782965&doi=10.1007%2fs10615-018-0648-7&partnerID=40&md5=227c8add62f331464f10c1e06b2191bf"
"Legally critical: Defining critical infrastructure in an interconnected world","2018","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048852192&doi=10.1016%2fj.ijcip.2018.05.007&partnerID=40&md5=a4eb70fbf8b694843fc9ca6908506fa9"
"Francisco de Vitoria and Francisco Suárez on Religious Authority and Cause for Justified War: The Centrality of Religious War in the Christian Just War Tradition","2018","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048656000&doi=10.1111%2fjore.12219&partnerID=40&md5=3bc2c4186840006d48c066a044416291"
"A Fleet of Mediterranean Border Humanitarians","2018","95","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013978248&doi=10.1111%2fanti.12320&partnerID=40&md5=24bd5f2c1f989d90449ff1741dc17aeb"
"                         Adenosine, lidocaine, and Mg                         2+                          (ALM) resuscitation fluid protects against experimental traumatic brain injury                     ","2018","16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048012614&doi=10.1097%2fTA.0000000000001874&partnerID=40&md5=1bdcdb825afa920bf6fa326b9746b078"
"Repeated olanzapine treatment mitigates PTSD like symptoms in rats with changes in cell signaling factors","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048762169&doi=10.1016%2fj.brainresbull.2018.06.003&partnerID=40&md5=10c9163ea4d9ab5028fa9baa705b6615"
"Association between use of acid-suppressive medications and antibiotics during infancy and allergic diseases in early childhood","2018","152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048659866&doi=10.1001%2fjamapediatrics.2018.0315&partnerID=40&md5=a8e2114b7d74eddcb265df5547d3b10e"
"Rumination and dissociation: The mediating role of poor sleep quality and presleep cognitions","2018","15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048331997&doi=10.1037%2fcns0000128&partnerID=40&md5=1b77c3629f33a097f038584a4da3da4f"
"Ballistic study of tensylon®–based panels","2018","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044834742&doi=10.3144%2fexpresspolymlett.2018.42&partnerID=40&md5=352dec70ff3c40da2dc6740dbc35e64f"
"Massacre of Canadian Army Medical Corps personnel after the sinking of HMHS Llandovery Castle and the evolution of modern war crime jurisprudence","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048525706&doi=10.1503%2fcjs.006518&partnerID=40&md5=ac9ab27c2613402a3edaab3df9fcef91"
"Mucosa-associated invariant T cells link intestinal immunity with antibacterial immune defects in alcoholic liver disease","2018","88","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046418758&doi=10.1136%2fgutjnl-2017-314458&partnerID=40&md5=43c89313f5d90a64424061b694fbec09"
"Reliably Republican? Shifts in U.S. Veterans’ Political Party Affiliation from 1974 to 2016","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049941968&doi=10.1080%2f02732173.2018.1469445&partnerID=40&md5=13f4dac6b38bb015f393673e8f56e2d5"
"Between offensive and defensive realism – The Japanese abe government’s security policy toward China","2018","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019757454&doi=10.1080%2f14799855.2017.1323882&partnerID=40&md5=57c412234d41df72f5446ce03ad62bc2"
"Managing Electronics Part Changes in the Supply Chain","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045220974&doi=10.1109%2fTCPMT.2017.2768999&partnerID=40&md5=d7f57e0ea9845ba83c83a6f5c80861c1"
"Chemerin suppresses hepatocellular carcinoma metastasis through CMKLR1-PTEN-Akt axis","2018","49","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046154708&doi=10.1038%2fs41416-018-0077-y&partnerID=40&md5=7e48e02e780cac26a1fa7bf9a84d2bf2"
"Political control and military autonomy: Reexamining the Chinese people’s liberation army","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021395419&doi=10.1080%2f14799855.2017.1339689&partnerID=40&md5=80d70fd0417fc0cad8f0ebaac63ef858"
"Minority stress and leukocyte gene expression in sexual minority men living with treated HIV infection","2018","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044271799&doi=10.1016%2fj.bbi.2018.03.016&partnerID=40&md5=d4e1fdd14183108fdd05ee5ef6d7bb30"
"Teamwork situated in multiteam systems: Key lessons learned and future opportunities","2018","54","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047486492&doi=10.1037%2famp0000322&partnerID=40&md5=8cdb6336952e70f67a3bf1aeec2c845c"
"The historical roots and future directions for military law and policies on rape and sexual assault","2018","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021775706&doi=10.1037%2fmil0000180&partnerID=40&md5=ecea231a15aa02476b1e3c2d4136378b"
"Ntf3 hypermethylation in antenatal PTSD and preventive effect of the Chinese herbal medicine Jin Kui Shen Qi Wan","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046667018&doi=10.1080%2f13102818.2017.1421101&partnerID=40&md5=843fbd3b7e380a9efa5f67041c44e5fb"
"Beyond residential mobility: A broader conceptualization of instability and its impact on victimization risk among children","2018","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043998595&doi=10.1016%2fj.chiabu.2018.01.029&partnerID=40&md5=13e248ea92ee132b10e7e39a29edf341"
"The subtlety of peace: A new testament challenge to modern state violence","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045885564&doi=10.1177%2f0953946817749085&partnerID=40&md5=87c4e88f76cd7e8542e7245361e3b2c9"
"PDTC ameliorates decompression induced-lung injury caused by unsafe fast buoyancy ascent escape via inhibition of NF-κB pathway","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060913398&partnerID=40&md5=3d647c3798ef99319a03a727d7b9075f"
"miR-494 contributes to estrogen protection of cardiomyocytes against oxidative stress via targeting (NF-κB) repressing factor","2018","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047254481&doi=10.3389%2ffendo.2018.00215&partnerID=40&md5=9cea00a2b96d3d8fa219f2f89ec8fad7"
"Using peer support groups to enhance community integration of veterans in transition","2018","40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046418882&doi=10.1037%2fser0000178&partnerID=40&md5=178719f861a4a58a41fe53eee7739d61"
"‘No barrier to the unison of hearts’: cross-class and nation coalition of Zionist women in the wake of statehood","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048264416&doi=10.1080%2f13537121.2018.1454018&partnerID=40&md5=68e8e40039b112a1dcc78a3ac6a86900"
"Building a better world? Construction, labour mobility and the pursuit of collective self-reliance in the ‘global South’, 1950–1990","2018","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041565104&doi=10.1080%2f0023656X.2018.1429185&partnerID=40&md5=e542221f2b459706b16ba58e28cd7f2b"
"After nuclear first use, what?","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047964374&doi=10.1080%2f00396338.2018.1470770&partnerID=40&md5=e3d42b44e3baf471788870c39ff38de0"
"The pillars of the american defence for the postcold war world (1989-92); [Los pilares de la defensa estadounidense para el mundo de la posguerra fría (1989-92)]","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070862045&doi=10.31439%2fUNISCI-12&partnerID=40&md5=df028031adb94c13244f23f9b7b57b85"
"Governing ‘ungoverned’ space: humanitarianism, citizenship, and the civilian sphere in the territorialising practices of the US national security complex","2018","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044930384&doi=10.1080%2f23337486.2017.1371375&partnerID=40&md5=c68aeb08fbaadd5b0093bbae7c4538e9"
"Sheltering the president from blame: Drone strikes, media assessments and heterogeneous responsibility 2002–2014","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044942349&doi=10.1177%2f1369148118762303&partnerID=40&md5=92f37b731e4d58170ba26d4cd6fe4163"
"NOD1 downregulates intestinal serotonin transporter and interacts with other pattern recognition receptors","2018","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039755268&doi=10.1002%2fjcp.26229&partnerID=40&md5=31043c98f2494b2b4f46dd3d2cdb210e"
"Changes in physical performance during 21d of military field training in warfighters","2018","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047057082&doi=10.1093%2fmilmed%2fusx049&partnerID=40&md5=a68d1e96c03d0ec329ad080ffb285a9d"
"Bioavailability of Quercetin in Humans with a Focus on Interindividual Variation","2018","129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044348136&doi=10.1111%2f1541-4337.12342&partnerID=40&md5=b6d42f13e17a1a293ef9145d4b9e7053"
"Militarization going places?: US forces, aid delivery and memories of military coercion in Uganda and Kenya","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044936081&doi=10.1080%2f23337486.2017.1328809&partnerID=40&md5=639ba157625d0b4be30a7dc02fe3bd17"
"Probiotic Lactobacillus casei Zhang (LCZ) alleviates respiratory, gastrointestinal & RBC abnormality via immuno-modulatory, anti-inflammatory & anti-oxidative actions","2018","54","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044133014&doi=10.1016%2fj.jff.2018.03.017&partnerID=40&md5=0f9a0fd5b38e310628bef5de919b1b80"
"State terrorism: orientalism and the drone programme","2018","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044591504&doi=10.1080%2f17539153.2018.1456725&partnerID=40&md5=1761206cfbeeeff822e5cd7db4fcd2da"
"Child support and justice-involved military veterans","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044080029&doi=10.1080%2f23761407.2018.1448313&partnerID=40&md5=41d7c784de157e4910f0f5a33899d0dd"
"Extreme teams: Toward a greater understanding of multiagency teamwork during major emergencies and disasters","2018","29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047499470&doi=10.1037%2famp0000248&partnerID=40&md5=f2efadcfbef24b4e5e63e4a1e5709014"
"The privileged sensing framework: A principled approach to improved human-autonomy integration","2018","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042799476&doi=10.1080%2f1463922X.2017.1297865&partnerID=40&md5=062fd968b0b176332957210734c25ad3"
"The readiness imperative for reducing sexual violence in the US armed forces: Respect and professionalism as the foundation for change","2018","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057019531&doi=10.1080%2f08995605.2017.1422949&partnerID=40&md5=bd9048279e1d6d363ea56917324c19c0"
"Chinese perceptions of and responses to us conventional military power","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015957486&doi=10.1080%2f14799855.2017.1301931&partnerID=40&md5=d914589ab1c4a2f85991fa31a993cddf"
"The inverse response law: Theory and relevance to the aftermath of disasters","2018","16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046660609&doi=10.3390%2fijerph15050916&partnerID=40&md5=820ba24f715c9f5315d01e991687c91a"
"Mercantilism: a materialist approach","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045849691&doi=10.1080%2f03585522.2018.1465847&partnerID=40&md5=1fb10283de5bb1d409eb7a32d94e22e0"
"Characterization of Heterobasidion occidentale transcriptomes reveals candidate genes and DNA polymorphisms for virulence variations","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044718771&doi=10.1111%2f1751-7915.13259&partnerID=40&md5=36305c86940431810b47d27423660d25"
"CORRELATES OF VIOLENT POLITICAL EXTREMISM IN THE UNITED STATES*","2018","82","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041290170&doi=10.1111%2f1745-9125.12169&partnerID=40&md5=c96bdd328eab31b5e4290463aad18a4d"
"(De)humanising images and cinematic heterotopias: drone warfare in film","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050090507&doi=10.1080%2f13825577.2018.1478261&partnerID=40&md5=d98ea0725eb2474deb4059c2a096b1dd"
"Interspecies Affection and Military Aims","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059345030&doi=10.1215%2f22011919-4385453&partnerID=40&md5=8e602271be21b14e76a67cf8d7694637"
"Maritime legal black holes: Migration and rightlessness in international law","2018","26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056046617&doi=10.1093%2fejil%2fchy029&partnerID=40&md5=bed1c70a38ad5eb28579cb0b07d4c74e"
"The limit and possibilities of unification education as peace education beyond division in South Korea","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062323960&doi=10.18588%2f201805.00a053&partnerID=40&md5=de7749d0dd365faf2183bd4391448f10"
"Effects of sleep and fatigue on teams in a submarine environment","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060936011&partnerID=40&md5=d99a49f41f63f0943a529d4bec8a9586"
"Skill sets required for the management of military head, face and neck trauma: A multidisciplinary consensus statement","2018","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047365563&doi=10.1136%2fjramc-2017-000881&partnerID=40&md5=810ac22d1eb40cc1afac47f5900e2f94"
"An innovative framework for delivering psychotherapy to patients with treatment-resistant posttraumatic stress disorder: Rationale for interactive motion-assisted therapy","2018","30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046677093&doi=10.3389%2ffpsyt.2018.00176&partnerID=40&md5=378403d81390b7e5da9dd90c71a2ead8"
"Russian nuclear forces, 2018","2018","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046300173&doi=10.1080%2f00963402.2018.1462912&partnerID=40&md5=8e462ec275b178f220ea715edc548b8d"
"The myth of declining violence: Liberal evolutionism and violent complexity","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046785489&doi=10.1177%2f1367877916682108&partnerID=40&md5=354210153e11f9b9ca1e4051cf263559"
"Walking back delusional nuclear policies","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046765819&doi=10.1080%2f09700161.2018.1463955&partnerID=40&md5=c70cc52911e96a1963d34ded753c29f8"
"The interdiscursive appeal of risk matrices: Collective symbols, flexibility normalism and the interplay of ‘risk’ and ‘uncertainty’","2018","22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048287730&doi=10.1016%2fj.aos.2016.04.003&partnerID=40&md5=cdfaf40a5ad8b1f28e5cb741563dda2e"
"When does power trigger approach motivation? Threats and the role of perceived control in the power domain","2018","22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046484392&doi=10.1111%2fspc3.12390&partnerID=40&md5=b51fe407bb48640987661613b9df0bb8"
